respondent_id,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_0725,Moderate,Quality_Time,Neutral,349_499,424,299_499,399,Planned,Guided_Freestyle,60_min,4,7,Supply_Quality,Probably,"I want to learn Madhubani properly, not just doodle",Maybe,Try_Free_Trial
AURA_0178,Strong_Yes,Wellness,No,349_499,424,299_499,399,Social_Proof,Guided_Stepwise,45_min,4,9,Skill_Progress,No,Would love a monthly challenge or competition,No,Pay_Per_Session
AURA_1887,Moderate,Social_Content,Yes_Strongly,199_349,274,799_1199,999,Offer_Driven,Challenge_Mode,60_min,4,7,Pod_Aesthetics,Probably,Location in Phoenix Mall Wakad would be perfect,Probably,Not_Interested_Sub
AURA_1467,Not_Motivated,Quality_Time,Yes_Strongly,Above_499,599,299_499,399,Social_Proof,Guided_Stepwise,60_min,2,8,Supply_Quality,Maybe,Integration with Instagram for direct sharing would be amazing,Definitely,Try_Free_Trial
AURA_0641,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,799_1199,999,Impulse,Meditative,60_min,3,8,Indian_Art_Content,Definitely,Integration with Instagram for direct sharing would be amazing,Probably,Try_Free_Trial
AURA_1645,Not_Motivated,Status_Signal,Neutral,Below_99,60,Below_299,199,Offer_Driven,Guided_Stepwise,90_min,4,10,Supply_Quality,Probably,Clean and hygienic environment is non-negotiable,Maybe,Pay_Per_Session
AURA_1590,LinkedIn_Only,Wellness,Neutral,349_499,424,Below_299,199,Social_Proof,Guided_Stepwise,90_min,3,10,Supply_Quality,Probably,I want to see my progress visually tracked over time,No,Try_Free_Trial
AURA_0116,Not_Motivated,Status_Signal,Yes_Strongly,199_349,274,299_499,399,Impulse,Meditative,90_min,4,8,Supply_Quality,Maybe,"The pod should feel like a premium spa, not a DIY store",Maybe,Subscribe_Immediately
AURA_0668,Not_Motivated,Wellness,Neutral,199_349,274,No_Box,0,Planned,Guided_Stepwise,90_min,4,8,AI_Coaching,Maybe,Good quality brushes and paints — not cheap materials,Definitely,Pay_Per_Session
AURA_1764,Moderate,Wellness,Yes_Somewhat,Above_499,599,299_499,399,Offer_Driven,Challenge_Mode,45_min,2,9,Indian_Art_Content,,Corporate team building package must have good group pricing,Probably,Try_Free_Trial
AURA_0315,Moderate,Wellness,Yes_Strongly,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,8,Community_Gallery,Maybe,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_1757,Strong_Yes,Wellness,Neutral,99_199,149,499_799,649,Impulse,Guided_Freestyle,60_min,3,10,AI_Coaching,No,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_1081,Moderate,Wellness,Neutral,Below_99,60,299_499,399,Planned,Guided_Stepwise,60_min,2,8,Supply_Quality,No,Good quality brushes and paints — not cheap materials,Definitely,Not_Interested_Sub
AURA_0613,Moderate,Wellness,Neutral,349_499,424,299_499,399,Offer_Driven,Challenge_Mode,45_min,5,7,Pod_Aesthetics,Maybe,I'd love a date night version with my partner,Maybe,Subscribe_Immediately
AURA_1442,Moderate,Wellness,No,Below_99,60,499_799,649,Impulse,Guided_Stepwise,60_min,4,8,Indian_Art_Content,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Pay_Per_Session
AURA_1528,Moderate,Social_Content,,99_199,149,499_799,649,Planned,Challenge_Mode,60_min,5,10,Pod_Aesthetics,Maybe,The artwork should be worth showing — printable quality,Definitely,Try_Free_Trial
AURA_1972,Strong_Yes,Status_Signal,No,349_499,424,499_799,649,Social_Proof,Guided_Freestyle,60_min,4,7,Pod_Aesthetics,Maybe,Corporate team building package must have good group pricing,Probably,Try_Free_Trial
AURA_0196,Not_Motivated,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Impulse,Guided_Stepwise,20_min,4,9,,Maybe,I want to see my progress visually tracked over time,No,Subscribe_Immediately
AURA_1709,Moderate,Social_Content,Neutral,199_349,274,499_799,649,Offer_Driven,Guided_Stepwise,60_min,5,10,AI_Coaching,No,Location in Phoenix Mall Wakad would be perfect,Maybe,Pay_Per_Session
AURA_0573,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Impulse,Guided_Stepwise,45_min,3,9,AI_Coaching,Maybe,"The pod should feel like a premium spa, not a DIY store",No,Try_Free_Trial
AURA_1559,LinkedIn_Only,Social_Content,Yes_Strongly,349_499,424,499_799,649,Impulse,Guided_Stepwise,90_min,5,9,AI_Coaching,Probably,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_1071,Strong_Yes,Quality_Time,Neutral,349_499,424,,199,Offer_Driven,Meditative,45_min,4,7,AI_Coaching,Probably,The AI coaching should feel like a real teacher,Maybe,Pay_Per_Session
AURA_0073,Moderate,Wellness,Yes_Somewhat,99_199,149,299_499,399,Impulse,Guided_Stepwise,60_min,4,10,Pod_Aesthetics,Maybe,Kids mode is a must for my family visits,Definitely,Try_Free_Trial
AURA_1411,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Social_Proof,Challenge_Mode,60_min,4,9,Indian_Art_Content,Maybe,Would love a monthly challenge or competition,Maybe,Try_Free_Trial
AURA_1991,Strong_Yes,Intrinsic_Skill,Neutral,349_499,424,Below_299,199,Offer_Driven,Guided_Freestyle,60_min,4,7,Skill_Progress,No,Kids mode is a must for my family visits,Probably,Not_Interested_Sub
AURA_0561,Strong_Yes,Status_Signal,Neutral,Below_99,60,299_499,399,Planned,Guided_Stepwise,20_min,5,9,Pod_Aesthetics,Definitely,Would love a monthly challenge or competition,Maybe,Not_Interested_Sub
AURA_0212,Strong_Yes,Intrinsic_Skill,No,Above_499,599,299_499,399,Offer_Driven,Challenge_Mode,60_min,5,9,Supply_Quality,Probably,Need to support Hindi language tutorials,No,Subscribe_Immediately
AURA_1881,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,349_499,424,Below_299,199,Impulse,Meditative,60_min,5,8,,Definitely,Kids mode is a must for my family visits,Definitely,Pay_Per_Session
AURA_1741,Strong_Yes,Intrinsic_Skill,Neutral,Below_99,60,,649,Social_Proof,Meditative,20_min,3,9,Pod_Aesthetics,Probably,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_1775,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,Below_299,199,Social_Proof,Guided_Freestyle,60_min,4,7,Pod_Aesthetics,No,The AI coaching should feel like a real teacher,Maybe,Subscribe_Immediately
AURA_1797,Not_Motivated,Social_Content,Neutral,349_499,424,799_1199,999,Planned,Meditative,90_min,3,9,AI_Coaching,Probably,The AI coaching should feel like a real teacher,Maybe,Try_Free_Trial
AURA_0029,Moderate,Social_Content,Yes_Strongly,199_349,274,799_1199,999,Offer_Driven,Challenge_Mode,60_min,5,10,Indian_Art_Content,Maybe,The artwork should be worth showing — printable quality,Maybe,Subscribe_Immediately
AURA_1448,Moderate,Intrinsic_Skill,Yes_Somewhat,Above_499,599,499_799,649,Planned,Guided_Stepwise,90_min,3,8,Indian_Art_Content,Probably,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_0094,Moderate,Status_Signal,No,Above_499,599,Below_299,199,Impulse,Guided_Freestyle,60_min,3,8,Supply_Quality,Probably,Need to support Hindi language tutorials,Maybe,Try_Free_Trial
AURA_1924,LinkedIn_Only,Intrinsic_Skill,Neutral,199_349,274,499_799,649,Social_Proof,Guided_Freestyle,90_min,4,10,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Maybe,Subscribe_Immediately
AURA_1550,LinkedIn_Only,Social_Content,Neutral,Above_499,599,Below_299,199,Planned,Guided_Freestyle,90_min,4,8,,Maybe,"I want to learn Madhubani properly, not just doodle",Probably,Pay_Per_Session
AURA_1328,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Impulse,Challenge_Mode,60_min,5,9,Community_Gallery,Definitely,Location in Phoenix Mall Wakad would be perfect,Definitely,Not_Interested_Sub
AURA_0380,Moderate,Quality_Time,Yes_Somewhat,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,3,9,AI_Coaching,Probably,Price must be under 500 for me to try it first,No,Subscribe_Immediately
AURA_1347,Strong_Yes,Intrinsic_Skill,Yes_Strongly,199_349,274,299_499,399,Offer_Driven,Guided_Freestyle,45_min,5,9,Supply_Quality,Probably,The AI coaching should feel like a real teacher,No,Try_Free_Trial
AURA_1440,Not_Motivated,Intrinsic_Skill,Yes_Strongly,349_499,424,499_799,649,Social_Proof,Challenge_Mode,60_min,3,8,AI_Coaching,Definitely,Would love a monthly challenge or competition,Definitely,Try_Free_Trial
AURA_0401,Moderate,Social_Content,Yes_Strongly,No_Subscription,0,799_1199,999,Offer_Driven,Guided_Freestyle,60_min,5,8,Skill_Progress,Definitely,Integration with Instagram for direct sharing would be amazing,Probably,Not_Interested_Sub
AURA_0647,Moderate,Quality_Time,No,Below_99,60,Below_299,199,Offer_Driven,Guided_Stepwise,60_min,5,9,Community_Gallery,Probably,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_1240,Moderate,Social_Content,Neutral,199_349,274,799_1199,999,Social_Proof,Guided_Stepwise,20_min,5,9,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_0441,LinkedIn_Only,Wellness,Yes_Somewhat,99_199,149,No_Box,0,Planned,Meditative,20_min,5,9,AI_Coaching,No,Price must be under 500 for me to try it first,Definitely,Try_Free_Trial
AURA_0417,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Impulse,Guided_Freestyle,60_min,4,9,Indian_Art_Content,Maybe,Would love a monthly challenge or competition,Maybe,Pay_Per_Session
AURA_0060,LinkedIn_Only,Wellness,Yes_Strongly,99_199,149,Below_299,199,Impulse,Guided_Freestyle,20_min,3,7,Indian_Art_Content,Definitely,Location in Phoenix Mall Wakad would be perfect,No,Try_Free_Trial
AURA_1405,Moderate,Intrinsic_Skill,Neutral,Below_99,60,299_499,399,Planned,Guided_Freestyle,45_min,4,8,AI_Coaching,Maybe,Need to support Hindi language tutorials,Maybe,Not_Interested_Sub
AURA_1409,Strong_Yes,Wellness,No,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,5,8,Supply_Quality,Definitely,The artwork should be worth showing — printable quality,No,Try_Free_Trial
AURA_1279,LinkedIn_Only,Social_Content,Neutral,Above_499,599,Below_299,199,Impulse,Guided_Freestyle,60_min,3,9,Community_Gallery,Probably,Kids mode is a must for my family visits,No,Pay_Per_Session
AURA_1176,Strong_Yes,Social_Content,Yes_Somewhat,199_349,274,299_499,399,Planned,Guided_Stepwise,60_min,5,8,Pod_Aesthetics,No,The artwork should be worth showing — printable quality,Probably,Try_Free_Trial
AURA_1767,Strong_Yes,Wellness,Yes_Somewhat,99_199,149,499_799,649,Offer_Driven,Guided_Freestyle,60_min,2,9,Skill_Progress,No,"The pod should feel like a premium spa, not a DIY store",Probably,Pay_Per_Session
AURA_0687,LinkedIn_Only,Social_Content,Yes_Somewhat,199_349,274,299_499,399,Social_Proof,Guided_Stepwise,60_min,4,10,Community_Gallery,No,"The pod should feel like a premium spa, not a DIY store",Maybe,Pay_Per_Session
AURA_0621,LinkedIn_Only,Quality_Time,Yes_Somewhat,Above_499,599,499_799,649,Impulse,Challenge_Mode,60_min,3,9,AI_Coaching,Definitely,Good quality brushes and paints — not cheap materials,Definitely,Try_Free_Trial
AURA_0852,LinkedIn_Only,Quality_Time,Yes_Somewhat,199_349,274,No_Box,0,Impulse,Meditative,20_min,3,8,Pod_Aesthetics,No,The AI coaching should feel like a real teacher,No,Try_Free_Trial
AURA_0037,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,199_349,274,Below_299,199,Planned,Meditative,60_min,5,8,Indian_Art_Content,Probably,"I want to learn Madhubani properly, not just doodle",No,Try_Free_Trial
AURA_1606,Moderate,Status_Signal,Yes_Somewhat,349_499,424,499_799,649,Planned,Guided_Stepwise,20_min,4,7,Indian_Art_Content,No,Corporate team building package must have good group pricing,Probably,Subscribe_Immediately
AURA_1170,Strong_Yes,Intrinsic_Skill,Yes_Strongly,99_199,149,,399,Planned,Guided_Stepwise,60_min,4,10,,Maybe,The AI coaching should feel like a real teacher,Probably,Try_Free_Trial
AURA_0480,Not_Motivated,Wellness,Yes_Strongly,Below_99,60,799_1199,999,Social_Proof,Guided_Freestyle,60_min,3,10,Supply_Quality,No,Integration with Instagram for direct sharing would be amazing,Definitely,Not_Interested_Sub
AURA_0527,Strong_Yes,Quality_Time,Yes_Somewhat,99_199,149,Below_299,199,Offer_Driven,Meditative,60_min,4,8,Indian_Art_Content,Definitely,Kids mode is a must for my family visits,Maybe,Pay_Per_Session
AURA_1735,Strong_Yes,Social_Content,Yes_Strongly,199_349,274,299_499,399,Planned,Guided_Stepwise,45_min,2,10,Pod_Aesthetics,Maybe,Kids mode is a must for my family visits,No,Try_Free_Trial
AURA_0299,LinkedIn_Only,Social_Content,Yes_Strongly,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,90_min,4,9,Pod_Aesthetics,Probably,Corporate team building package must have good group pricing,Maybe,Try_Free_Trial
AURA_1540,Strong_Yes,Quality_Time,Yes_Strongly,349_499,424,499_799,649,Social_Proof,Challenge_Mode,60_min,4,7,Supply_Quality,,I want to see my progress visually tracked over time,Definitely,Try_Free_Trial
AURA_1854,Moderate,Wellness,No,99_199,149,499_799,649,Offer_Driven,Guided_Freestyle,60_min,3,9,AI_Coaching,Definitely,Would love a monthly challenge or competition,Maybe,Try_Free_Trial
AURA_0970,Moderate,Wellness,Yes_Strongly,99_199,149,Below_299,199,Impulse,Guided_Stepwise,20_min,3,9,AI_Coaching,Maybe,I want to see my progress visually tracked over time,Maybe,Pay_Per_Session
AURA_0473,Not_Motivated,Wellness,Yes_Somewhat,Above_499,599,499_799,649,Social_Proof,Challenge_Mode,90_min,4,8,AI_Coaching,Maybe,"I want to learn Madhubani properly, not just doodle",Definitely,Try_Free_Trial
AURA_0046,Moderate,Intrinsic_Skill,Yes_Strongly,Below_99,60,499_799,649,Offer_Driven,Guided_Freestyle,90_min,4,10,Indian_Art_Content,Probably,Integration with Instagram for direct sharing would be amazing,No,Not_Interested_Sub
AURA_0525,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Above_499,599,499_799,649,Planned,Challenge_Mode,90_min,4,9,Supply_Quality,No,I want to see my progress visually tracked over time,Definitely,Subscribe_Immediately
AURA_1702,LinkedIn_Only,Intrinsic_Skill,Neutral,No_Subscription,0,499_799,649,Social_Proof,Meditative,60_min,3,7,Indian_Art_Content,Probably,Would love a monthly challenge or competition,Maybe,Not_Interested_Sub
AURA_1825,Moderate,Wellness,Yes_Somewhat,No_Subscription,0,Below_299,199,Planned,Guided_Stepwise,45_min,4,9,Community_Gallery,,Would love a monthly challenge or competition,Maybe,Try_Free_Trial
AURA_1498,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,No_Box,0,Offer_Driven,Challenge_Mode,45_min,5,8,Community_Gallery,Definitely,Kids mode is a must for my family visits,No,Subscribe_Immediately
AURA_1844,LinkedIn_Only,Wellness,Yes_Somewhat,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,8,Pod_Aesthetics,Probably,Price must be under 500 for me to try it first,Maybe,Pay_Per_Session
AURA_1786,Moderate,Wellness,No,199_349,274,299_499,399,Planned,Guided_Freestyle,45_min,2,7,Supply_Quality,Probably,"I want to learn Madhubani properly, not just doodle",Maybe,Subscribe_Immediately
AURA_0686,LinkedIn_Only,Wellness,Yes_Strongly,99_199,149,299_499,399,Planned,Guided_Freestyle,60_min,4,7,AI_Coaching,Maybe,Clean and hygienic environment is non-negotiable,Definitely,Try_Free_Trial
AURA_1286,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Above_499,599,299_499,399,Planned,Guided_Freestyle,90_min,3,10,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Maybe,Subscribe_Immediately
AURA_0946,Strong_Yes,Social_Content,Neutral,Below_99,60,799_1199,999,Social_Proof,Guided_Stepwise,45_min,5,8,Supply_Quality,Definitely,Location in Phoenix Mall Wakad would be perfect,Definitely,Try_Free_Trial
AURA_1568,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,349_499,424,299_499,399,Offer_Driven,Challenge_Mode,60_min,5,7,Pod_Aesthetics,Probably,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_0161,Not_Motivated,Social_Content,Yes_Strongly,No_Subscription,0,299_499,399,Social_Proof,Guided_Stepwise,60_min,4,8,Supply_Quality,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Pay_Per_Session
AURA_1935,Moderate,Intrinsic_Skill,Neutral,199_349,274,499_799,649,Impulse,Guided_Freestyle,90_min,3,8,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",Probably,Try_Free_Trial
AURA_1695,Strong_Yes,Wellness,Yes_Somewhat,No_Subscription,0,299_499,399,Planned,Guided_Freestyle,20_min,2,8,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,No,Not_Interested_Sub
AURA_1827,Strong_Yes,Quality_Time,No,199_349,274,,399,Offer_Driven,Challenge_Mode,60_min,2,8,Indian_Art_Content,Definitely,I'd love a date night version with my partner,Definitely,Subscribe_Immediately
AURA_0366,Moderate,Wellness,No,349_499,424,Below_299,199,Planned,Guided_Stepwise,90_min,2,7,Indian_Art_Content,No,Need to support Hindi language tutorials,Definitely,Try_Free_Trial
AURA_0353,Not_Motivated,Wellness,Yes_Strongly,99_199,149,299_499,399,Impulse,Guided_Stepwise,60_min,3,9,Indian_Art_Content,Maybe,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_1596,Strong_Yes,Quality_Time,Yes_Strongly,199_349,274,299_499,399,Planned,Meditative,45_min,2,9,Pod_Aesthetics,Definitely,I'd love a date night version with my partner,Maybe,Subscribe_Immediately
AURA_0047,Not_Motivated,Status_Signal,No,199_349,274,No_Box,0,Planned,Guided_Stepwise,20_min,5,9,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_0108,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,349_499,424,799_1199,999,Social_Proof,Guided_Stepwise,90_min,3,10,Supply_Quality,No,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_0124,Moderate,Intrinsic_Skill,Yes_Somewhat,199_349,274,Below_299,199,Planned,Challenge_Mode,60_min,4,9,Indian_Art_Content,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Subscribe_Immediately
AURA_1419,Strong_Yes,Quality_Time,Yes_Strongly,199_349,274,No_Box,0,Impulse,Guided_Freestyle,45_min,3,10,Supply_Quality,Probably,I want to see my progress visually tracked over time,Probably,Subscribe_Immediately
AURA_1379,Not_Motivated,Social_Content,Neutral,Above_499,599,299_499,399,Social_Proof,Challenge_Mode,45_min,4,7,Indian_Art_Content,,Location in Phoenix Mall Wakad would be perfect,Definitely,Try_Free_Trial
AURA_0372,LinkedIn_Only,Wellness,,349_499,424,499_799,649,Social_Proof,Guided_Freestyle,45_min,4,9,Supply_Quality,No,Clean and hygienic environment is non-negotiable,Definitely,Pay_Per_Session
AURA_0220,Strong_Yes,Intrinsic_Skill,No,349_499,424,299_499,399,Impulse,Challenge_Mode,45_min,3,7,Pod_Aesthetics,,Price must be under 500 for me to try it first,Definitely,Pay_Per_Session
AURA_0488,Not_Motivated,Quality_Time,Yes_Somewhat,Below_99,60,Below_299,199,Planned,Meditative,60_min,3,8,Pod_Aesthetics,Maybe,Corporate team building package must have good group pricing,No,Not_Interested_Sub
AURA_1871,Strong_Yes,Social_Content,,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,3,9,Pod_Aesthetics,Definitely,Need to support Hindi language tutorials,Probably,Subscribe_Immediately
AURA_1066,LinkedIn_Only,Quality_Time,,Above_499,599,No_Box,0,Planned,Challenge_Mode,20_min,2,9,Skill_Progress,Definitely,Good quality brushes and paints — not cheap materials,Probably,Subscribe_Immediately
AURA_0443,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,499_799,649,Social_Proof,Guided_Stepwise,45_min,2,9,AI_Coaching,Definitely,Kids mode is a must for my family visits,Maybe,Pay_Per_Session
AURA_1243,Moderate,Quality_Time,,199_349,274,299_499,399,Social_Proof,Guided_Stepwise,60_min,5,7,AI_Coaching,Maybe,I want to see my progress visually tracked over time,Definitely,Try_Free_Trial
AURA_0710,Strong_Yes,Quality_Time,Yes_Somewhat,99_199,149,Below_299,199,Planned,Guided_Freestyle,90_min,2,10,Indian_Art_Content,Definitely,I'd love a date night version with my partner,Probably,Pay_Per_Session
AURA_1362,Strong_Yes,Social_Content,Yes_Strongly,99_199,149,No_Box,0,Impulse,Guided_Stepwise,60_min,3,7,,No,Location in Phoenix Mall Wakad would be perfect,Probably,Subscribe_Immediately
AURA_0594,Moderate,Wellness,No,199_349,274,299_499,399,Social_Proof,Meditative,90_min,5,8,Pod_Aesthetics,,I'd love a date night version with my partner,Probably,Pay_Per_Session
AURA_0348,Strong_Yes,Quality_Time,No,Below_99,60,299_499,399,Offer_Driven,Challenge_Mode,90_min,3,9,,Probably,I'd love a date night version with my partner,Probably,Pay_Per_Session
AURA_0324,Strong_Yes,Intrinsic_Skill,No,99_199,149,No_Box,0,Impulse,Guided_Stepwise,90_min,3,8,,Probably,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_0436,Strong_Yes,Quality_Time,Neutral,199_349,274,299_499,399,Planned,Guided_Stepwise,45_min,2,10,Pod_Aesthetics,Definitely,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_0334,Not_Motivated,Intrinsic_Skill,Neutral,99_199,149,299_499,399,Social_Proof,Challenge_Mode,60_min,5,7,Pod_Aesthetics,No,"I want to learn Madhubani properly, not just doodle",Probably,Pay_Per_Session
AURA_1556,LinkedIn_Only,Quality_Time,Yes_Strongly,199_349,274,299_499,399,Offer_Driven,Guided_Stepwise,90_min,5,9,Indian_Art_Content,Maybe,Would love a monthly challenge or competition,Definitely,Subscribe_Immediately
AURA_1928,Not_Motivated,Intrinsic_Skill,No,199_349,274,Below_299,199,Offer_Driven,Challenge_Mode,45_min,3,7,Supply_Quality,Probably,Kids mode is a must for my family visits,Definitely,Subscribe_Immediately
AURA_1623,Moderate,Wellness,Yes_Strongly,349_499,424,299_499,399,Social_Proof,Guided_Freestyle,45_min,5,9,Skill_Progress,Probably,Integration with Instagram for direct sharing would be amazing,Probably,Subscribe_Immediately
AURA_1213,Moderate,Status_Signal,Yes_Somewhat,Below_99,60,499_799,649,Planned,Challenge_Mode,90_min,4,9,AI_Coaching,Probably,Corporate team building package must have good group pricing,Probably,Try_Free_Trial
AURA_1346,Moderate,Wellness,Yes_Somewhat,Above_499,599,499_799,649,Social_Proof,Guided_Freestyle,45_min,4,9,Pod_Aesthetics,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Subscribe_Immediately
AURA_0747,Moderate,Wellness,Yes_Strongly,199_349,274,499_799,649,Impulse,Guided_Freestyle,45_min,2,7,AI_Coaching,No,Need to support Hindi language tutorials,No,Try_Free_Trial
AURA_0559,LinkedIn_Only,Status_Signal,No,Below_99,60,499_799,649,Offer_Driven,Meditative,20_min,3,8,Indian_Art_Content,Maybe,Kids mode is a must for my family visits,Maybe,Pay_Per_Session
AURA_0053,Moderate,Quality_Time,Neutral,Above_499,599,No_Box,0,Impulse,Challenge_Mode,60_min,3,7,Skill_Progress,Probably,Price must be under 500 for me to try it first,Probably,Try_Free_Trial
AURA_1530,Moderate,Social_Content,No,199_349,274,799_1199,999,Impulse,Guided_Stepwise,90_min,5,10,AI_Coaching,Probably,Need to support Hindi language tutorials,Definitely,Not_Interested_Sub
AURA_1146,Strong_Yes,Social_Content,No,349_499,424,799_1199,999,Social_Proof,Challenge_Mode,60_min,4,9,Indian_Art_Content,Definitely,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_0223,Moderate,Intrinsic_Skill,Yes_Strongly,349_499,424,799_1199,999,Planned,Guided_Stepwise,60_min,4,9,Indian_Art_Content,Definitely,Need to support Hindi language tutorials,Probably,Subscribe_Immediately
AURA_0599,LinkedIn_Only,Social_Content,Yes_Somewhat,99_199,149,Below_299,199,Social_Proof,Guided_Freestyle,60_min,5,7,Indian_Art_Content,Definitely,Good quality brushes and paints — not cheap materials,Definitely,Try_Free_Trial
AURA_0706,Strong_Yes,Quality_Time,Yes_Strongly,199_349,274,Below_299,199,Offer_Driven,Guided_Stepwise,45_min,2,7,Pod_Aesthetics,,The artwork should be worth showing — printable quality,Maybe,Subscribe_Immediately
AURA_0565,Moderate,Intrinsic_Skill,Yes_Somewhat,Above_499,599,,399,Planned,Guided_Stepwise,45_min,4,9,Supply_Quality,No,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_0879,Moderate,Intrinsic_Skill,Neutral,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,60_min,4,8,Indian_Art_Content,Probably,The artwork should be worth showing — printable quality,Probably,Try_Free_Trial
AURA_0854,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,199_349,274,499_799,649,Planned,Challenge_Mode,60_min,2,9,AI_Coaching,Maybe,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_0339,Moderate,Quality_Time,Yes_Somewhat,Below_99,60,No_Box,0,Social_Proof,Challenge_Mode,60_min,3,9,AI_Coaching,Maybe,"The pod should feel like a premium spa, not a DIY store",Maybe,Try_Free_Trial
AURA_0031,Strong_Yes,Social_Content,No,99_199,149,499_799,649,Offer_Driven,Guided_Freestyle,45_min,2,7,Pod_Aesthetics,Definitely,Location in Phoenix Mall Wakad would be perfect,Definitely,Try_Free_Trial
AURA_1422,Strong_Yes,Status_Signal,Yes_Somewhat,Below_99,60,299_499,399,Planned,Challenge_Mode,90_min,3,10,Indian_Art_Content,Definitely,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_0776,Strong_Yes,Status_Signal,,Below_99,60,Below_299,199,Impulse,Challenge_Mode,60_min,4,9,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_1192,Strong_Yes,Wellness,Yes_Strongly,199_349,274,799_1199,999,Planned,Meditative,60_min,4,7,Supply_Quality,Definitely,Kids mode is a must for my family visits,Probably,Pay_Per_Session
AURA_1369,LinkedIn_Only,Status_Signal,,Below_99,60,No_Box,0,Planned,Guided_Freestyle,60_min,3,9,Pod_Aesthetics,Definitely,Good quality brushes and paints — not cheap materials,No,Subscribe_Immediately
AURA_1907,Strong_Yes,Social_Content,Yes_Strongly,Above_499,599,299_499,399,Social_Proof,Challenge_Mode,60_min,2,9,Supply_Quality,Definitely,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_1650,LinkedIn_Only,Status_Signal,Yes_Strongly,Above_499,599,499_799,649,Social_Proof,Meditative,60_min,4,8,,Definitely,Kids mode is a must for my family visits,Definitely,Try_Free_Trial
AURA_0951,Moderate,Wellness,Yes_Somewhat,Below_99,60,299_499,399,Offer_Driven,Challenge_Mode,60_min,4,10,Skill_Progress,No,Need to support Hindi language tutorials,Maybe,Pay_Per_Session
AURA_0914,Not_Motivated,Wellness,Yes_Somewhat,99_199,149,799_1199,999,Planned,Guided_Stepwise,60_min,5,10,Indian_Art_Content,Maybe,Corporate team building package must have good group pricing,No,Pay_Per_Session
