respondent_id,aura_interest_label,art_experience_level,art_forms_interest,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising
AURA_0913,Interested,Curious_Beginner,Acrylic|Digital_Art|Fluid_Pour,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
AURA_0914,Interested,Casual_Hobbyist,Acrylic|Indian_Classical|Mandala|Sketching,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
AURA_0915,Interested,Casual_Hobbyist,Digital_Art|Indian_Classical,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
AURA_0916,Interested,Curious_Beginner,Acrylic|Digital_Art|Fluid_Pour|Mandala,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0
AURA_0917,Interested,Casual_Hobbyist,Fluid_Pour|Resin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
AURA_0918,Maybe,Casual_Hobbyist,Resin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
AURA_0919,Interested,Regular_Hobbyist,Fluid_Pour|Indian_Classical|Mandala|Watercolour,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
AURA_0920,Interested,Curious_Beginner,Acrylic|Calligraphy|Indian_Classical|Sketching|Watercolour,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AURA_0921,Maybe,Casual_Hobbyist,Mandala|Pottery,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
AURA_0922,Interested,Casual_Hobbyist,Fluid_Pour|Mandala|Pottery|Sketching|Watercolour,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
AURA_0923,Maybe,Casual_Hobbyist,Acrylic|Fluid_Pour|Indian_Classical|Pottery|Resin,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
AURA_0924,Not_Interested,Curious_Beginner,Acrylic|Digital_Art|Fluid_Pour|Sketching,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
AURA_0925,Maybe,Advanced,Fluid_Pour|Pottery|Sketching,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
AURA_0926,Interested,Advanced,Calligraphy|Fluid_Pour|Indian_Classical|Mandala,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
AURA_0927,Interested,Casual_Hobbyist,Mandala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
AURA_0928,Interested,Curious_Beginner,Mandala,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1
AURA_0929,Interested,Casual_Hobbyist,Indian_Classical|Resin|Watercolour,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AURA_0930,Interested,Casual_Hobbyist,Indian_Classical|Pottery|Resin,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1
AURA_0931,Interested,Advanced,Fluid_Pour|Sketching,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
AURA_0932,Maybe,Casual_Hobbyist,Acrylic|Fluid_Pour|Indian_Classical|Mandala|Pottery,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
AURA_0933,Maybe,Complete_Beginner,Mandala,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0
AURA_0934,Interested,Curious_Beginner,Acrylic|Mandala,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
AURA_0935,Interested,Advanced,Fluid_Pour|Pottery,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
AURA_0936,Interested,Regular_Hobbyist,Pottery,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
AURA_0937,Interested,Regular_Hobbyist,Indian_Classical|Mandala|Sketching,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
AURA_0938,Maybe,Advanced,Pottery,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0
AURA_0939,Interested,Casual_Hobbyist,Calligraphy|Fluid_Pour|Indian_Classical|Mandala|Sketching,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
AURA_0940,Not_Interested,Complete_Beginner,Digital_Art|Indian_Classical|Mandala,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
AURA_0941,Interested,Casual_Hobbyist,Sketching,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
AURA_0942,Interested,Casual_Hobbyist,Digital_Art|Fluid_Pour|Indian_Classical,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
AURA_0943,Interested,Advanced,Digital_Art|Indian_Classical|Mandala|Pottery|Sketching,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
AURA_0944,Interested,Casual_Hobbyist,Calligraphy|Digital_Art|Mandala|Resin|Watercolour,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
AURA_0945,Interested,Advanced,Acrylic|Digital_Art|Indian_Classical|Mandala|Sketching,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AURA_0946,Interested,Curious_Beginner,Fluid_Pour|Mandala|Resin,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1
AURA_0947,Not_Interested,Complete_Beginner,Mandala|Sketching,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AURA_0948,Interested,Casual_Hobbyist,Calligraphy|Resin|Sketching|Watercolour,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
AURA_0949,Maybe,Curious_Beginner,Indian_Classical|Mandala,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
AURA_0950,Interested,Casual_Hobbyist,Acrylic|Digital_Art,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
AURA_0951,Interested,Curious_Beginner,Acrylic|Indian_Classical|Mandala|Pottery|Resin,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
AURA_0952,Maybe,Casual_Hobbyist,Digital_Art|Fluid_Pour|Indian_Classical|Mandala,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
AURA_0953,Not_Interested,Curious_Beginner,Fluid_Pour,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AURA_0954,Interested,Regular_Hobbyist,Digital_Art,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
AURA_0955,Interested,Casual_Hobbyist,Acrylic|Digital_Art|Fluid_Pour|Mandala|Sketching,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0
AURA_0956,Interested,Advanced,Acrylic|Resin|Watercolour,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AURA_0957,Not_Interested,Complete_Beginner,Acrylic|Digital_Art|Mandala|Sketching|Watercolour,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1
AURA_0958,Interested,Complete_Beginner,Digital_Art|Fluid_Pour|Indian_Classical|Mandala|Pottery,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
AURA_0959,Interested,Regular_Hobbyist,Watercolour,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
AURA_0960,Maybe,Casual_Hobbyist,Acrylic|Fluid_Pour|Mandala|Resin|Watercolour,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
AURA_0961,Interested,Curious_Beginner,Digital_Art,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
AURA_0962,Interested,Regular_Hobbyist,Acrylic|Mandala|Watercolour,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
AURA_0963,Interested,Regular_Hobbyist,Calligraphy|Fluid_Pour|Mandala|Resin|Sketching,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0
AURA_0964,Maybe,Curious_Beginner,Acrylic|Digital_Art,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
AURA_0965,Interested,Complete_Beginner,Indian_Classical|Resin,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
AURA_0966,Interested,Curious_Beginner,Acrylic|Indian_Classical|Watercolour,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
AURA_0967,Maybe,Casual_Hobbyist,Acrylic|Indian_Classical|Watercolour,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
AURA_0968,Interested,Curious_Beginner,Acrylic|Digital_Art|Indian_Classical|Pottery|Sketching,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AURA_0969,Maybe,Casual_Hobbyist,Fluid_Pour,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
AURA_0970,Interested,Curious_Beginner,Pottery|Watercolour,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
AURA_0971,Interested,Regular_Hobbyist,Calligraphy|Sketching|Watercolour,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
AURA_0972,Maybe,Complete_Beginner,Watercolour,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
AURA_0973,Interested,Casual_Hobbyist,Calligraphy|Digital_Art,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
AURA_0974,Interested,Advanced,Calligraphy|Watercolour,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
AURA_0975,Interested,Casual_Hobbyist,Calligraphy|Digital_Art|Pottery|Watercolour,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
AURA_0976,Interested,Curious_Beginner,Calligraphy|Indian_Classical|Resin|Sketching,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
AURA_0977,Interested,Curious_Beginner,Acrylic|Calligraphy|Indian_Classical|Mandala|Sketching,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
AURA_0978,Maybe,Complete_Beginner,Digital_Art,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
AURA_0979,Interested,Casual_Hobbyist,Digital_Art|Fluid_Pour|Indian_Classical|Mandala|Sketching,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
AURA_0980,Not_Interested,Complete_Beginner,Acrylic|Indian_Classical|Sketching,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
AURA_0981,Interested,Regular_Hobbyist,Indian_Classical|Sketching,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AURA_0982,Interested,Advanced,Acrylic|Pottery|Sketching,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
AURA_0983,Interested,Casual_Hobbyist,Digital_Art|Sketching,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
AURA_0984,Not_Interested,Curious_Beginner,Acrylic|Calligraphy|Mandala|Pottery,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
AURA_0985,Interested,Advanced,Acrylic|Fluid_Pour|Indian_Classical|Mandala|Sketching,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
AURA_0986,Interested,Curious_Beginner,Fluid_Pour|Pottery,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
AURA_0987,Interested,Casual_Hobbyist,Acrylic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
AURA_0988,Interested,Casual_Hobbyist,Watercolour,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
AURA_0989,Interested,Curious_Beginner,Pottery|Resin|Sketching,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
AURA_0990,Interested,Advanced,Acrylic|Mandala|Resin,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1
AURA_0991,Interested,Regular_Hobbyist,Acrylic|Indian_Classical|Mandala|Resin|Sketching,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
AURA_0992,Interested,Complete_Beginner,Acrylic|Calligraphy|Digital_Art|Resin,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AURA_0993,Interested,Complete_Beginner,Indian_Classical|Mandala|Resin|Watercolour,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
AURA_0994,Interested,Advanced,Indian_Classical|Watercolour,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
AURA_0995,Interested,Regular_Hobbyist,Fluid_Pour|Mandala|Resin,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AURA_0996,Not_Interested,Complete_Beginner,Acrylic|Calligraphy|Fluid_Pour|Indian_Classical,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
AURA_0997,Not_Interested,Complete_Beginner,Acrylic|Fluid_Pour|Mandala,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AURA_0998,Not_Interested,Complete_Beginner,Acrylic|Fluid_Pour|Mandala|Resin,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
AURA_0999,Interested,Advanced,Calligraphy|Indian_Classical|Pottery|Resin|Watercolour,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
AURA_1000,Interested,Curious_Beginner,Digital_Art|Indian_Classical|Pottery|Resin,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0
AURA_1001,Interested,Casual_Hobbyist,Acrylic|Digital_Art|Fluid_Pour|Indian_Classical,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0
AURA_1002,Interested,Advanced,Acrylic|Fluid_Pour|Watercolour,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
AURA_1003,Not_Interested,Casual_Hobbyist,Acrylic|Calligraphy|Fluid_Pour|Sketching|Watercolour,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
AURA_1004,Interested,Advanced,Digital_Art|Fluid_Pour|Resin,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0
AURA_1005,Interested,Advanced,Calligraphy|Fluid_Pour|Indian_Classical|Resin|Watercolour,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
AURA_1006,Not_Interested,Complete_Beginner,Calligraphy|Mandala,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
AURA_1007,Interested,Advanced,Calligraphy|Indian_Classical|Mandala|Pottery|Watercolour,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
AURA_1008,Interested,Complete_Beginner,Indian_Classical|Mandala|Resin|Watercolour,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
AURA_1009,Interested,Casual_Hobbyist,Sketching,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
AURA_1010,Interested,Curious_Beginner,Calligraphy|Fluid_Pour|Indian_Classical|Mandala|Sketching,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
AURA_1011,Interested,Advanced,Acrylic|Fluid_Pour|Resin|Sketching,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
AURA_1012,Maybe,Casual_Hobbyist,Calligraphy|Digital_Art,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0
AURA_1013,Not_Interested,Complete_Beginner,Calligraphy|Indian_Classical|Mandala|Pottery,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
AURA_1014,Not_Interested,Curious_Beginner,Mandala,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
AURA_1015,Interested,Curious_Beginner,Mandala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
AURA_1016,Interested,Casual_Hobbyist,Acrylic|Digital_Art|Indian_Classical|Mandala|Sketching,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
AURA_1017,Interested,Casual_Hobbyist,Fluid_Pour|Indian_Classical,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
AURA_1018,Interested,Regular_Hobbyist,Pottery,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
AURA_1019,Interested,Regular_Hobbyist,Indian_Classical|Resin,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AURA_1020,Interested,Casual_Hobbyist,Fluid_Pour|Mandala|Watercolour,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
AURA_1021,Interested,Casual_Hobbyist,Acrylic|Fluid_Pour|Watercolour,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AURA_1022,Interested,Curious_Beginner,Digital_Art|Resin|Watercolour,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
AURA_1023,Not_Interested,Advanced,Indian_Classical|Resin|Sketching,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
AURA_1024,Maybe,Complete_Beginner,Calligraphy|Digital_Art|Fluid_Pour|Watercolour,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
AURA_1025,Not_Interested,Curious_Beginner,Acrylic|Calligraphy|Digital_Art|Mandala|Watercolour,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
AURA_1026,Not_Interested,Casual_Hobbyist,Fluid_Pour|Indian_Classical|Mandala,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
AURA_1027,Interested,Advanced,Mandala|Sketching,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
AURA_1028,Interested,Casual_Hobbyist,Indian_Classical|Watercolour,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AURA_1029,Interested,Regular_Hobbyist,Acrylic|Mandala,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
