respondent_id,age_group,gender,city,city_tier,occupation,income_bracket,income_numeric_approx,preferred_language,monthly_leisure_spend,subscription_count,online_exp_purchase_freq,social_platforms,weekend_activities,decision_autonomy,art_experience_level,creative_self_identity,creativity_mindset,social_orientation,reward_preference,social_sharing_propensity,participation_barrier,creative_motivation,art_forms_interest,experiences_tried,product_interest,preferred_visit_time,instagram_influence_score,companion_type,gifting_frequency,travel_tolerance,preferred_pod_location,session_wtp,session_wtp_numeric,monthly_art_spend,discount_preference,price_sensitivity_score,tech_comfort_score,acquisition_source,competitive_substitute,visit_frequency_intent,recommend_likelihood,aura_interest_label,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising
AURA_1247,18_24,Male,Kolkata,Tier1,Salaried_IT,1L_2L,150000,Hindi,11100,1_2,Once_month,YouTube,Dining_Out|Fitness|Gaming|Mall_Shopping|Travel,Mention_After,Complete_Beginner,Want_To_Be,Growth,Ambivert,Both,Definitely_Post,No_Guidance,Content_Creation,Acrylic,Art_Workshop|Escape_Room|Music_Dance|None,Monthly_Box|Resin_Kit|Session_Kit,Evening|Weekend_Only,5,Partner,Rarely,30min,Standalone_Studio,700_1200,1107,0,No_Discount,3,5,Google_Search,Gaming,Occasionally,7,Interested,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0
AURA_1248,Under_18,Male,Jaipur,Tier2,Self_Employed,50k_1L,75000,English,2000,6_plus,Once_month,Instagram,Dining_Out|Gaming|Mall_Shopping|Movies_OTT,Mention_After,Complete_Beginner,Not_Creative,Growth,Ambivert,Both,Probably_Post,Not_Interested,Pure_Curiosity,Indian_Classical|Pottery,Escape_Room,Fluid_Kit|Gift_Bundle|Heritage_Kit|Session_Kit|Sketchbook,Afternoon,5,Colleagues,Occasionally,30min,Airport_Hotel,200_400,499,1000,First_Free,2,4,Instagram,Gaming,Unlikely,3,Not_Interested,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
AURA_1249,45_54,Female,Delhi_NCR,Tier1,Salaried_NonIT,25k_50k,37500,Hindi,1800,3_5,Weekly,Instagram|None,Art_Craft|Dining_Out|Movies_OTT|Music,Fully_Independent,Curious_Beginner,Want_To_Be,Fixed,Introvert,Delayed,Definitely_Post,No_Time,Skill_Building,Acrylic|Indian_Classical|Mandala|Sketching,Art_Workshop|Escape_Room,Heritage_Kit|Mandala_Kit|Resin_Kit|Sketchbook|Watercolour_Set,Morning|Weekend_Only,3,Depends,Rarely,60min,Cafe_CoWork,200_400,406,1500,Bundle_Pack,4,3,Word_of_Mouth,Home_OTT,Once_month,8,Interested,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
AURA_1250,25_34,Female,Delhi_NCR,Tier1,Business_Owner,50k_1L,75000,English,5800,3_5,Occasionally,Instagram,Gaming|Mall_Shopping,Mention_After,Regular_Hobbyist,Am_Creative,Growth,Extrovert,Instant,Definitely_Post,No_Barrier,Skill_Building,Watercolour,Escape_Room|Music_Dance,Gift_Bundle|Mandala_Kit,Afternoon|Morning|Weekend_Only,5,Family_Kids,Occasionally,No_Limit,Mall,400_700,606,,First_Free,3,3,Corporate_HR,Cafe_Chill,2_3_month,7,Interested,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
AURA_1251,35_44,Male,Delhi_NCR,Tier1,Homemaker,Below_25k,15000,,800,0,Rarely,Instagram,Art_Craft|Fitness|Travel,Mention_After,Casual_Hobbyist,Am_Creative,Growth,Ambivert,Delayed,Probably_Post,Too_Expensive,Content_Creation,Acrylic|Calligraphy|Fluid_Pour|Resin|Sketching,VR_Experience|Yoga_Wellness,Sketchbook|Watercolour_Set,Evening|Morning,3,Family_Kids,Occasionally,Walking_5min,Mall,Below_200,225,500,Bundle_Pack,5,3,Instagram,Home_OTT,Occasionally,9,Interested,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
AURA_1252,25_34,Male,Nagpur,Tier2,Creative_Pro,50k_1L,75000,Telugu,7500,3_5,Once_month,Instagram|LinkedIn|Reels_Shorts,Mall_Shopping|Socialising,Mention_After,Advanced,Want_To_Be,Unsure,Extrovert,Delayed,Close_Circle,No_Barrier,Skill_Building,Acrylic|Fluid_Pour|Resin,Cooking_Class|VR_Experience,Gift_Bundle|Heritage_Kit|Mandala_Kit|Monthly_Box|Sketchbook,Evening,3,Colleagues,Occasionally,No_Limit,Mall,400_700,557,1750,,3,4,,Home_OTT,Once_Try,8,Maybe,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
AURA_1253,18_24,Female,Pune,Tier1,Student,Below_25k,15000,English,1100,3_5,Once_month,Instagram|Reels_Shorts|YouTube,Art_Craft|Dining_Out|Mall_Shopping|Movies_OTT,Fully_Independent,Curious_Beginner,Want_To_Be,Unsure,Ambivert,Delayed,Keep_Private,Not_Interested,Stress_Relief,Digital_Art|Pottery|Resin|Sketching,Cooking_Class|Escape_Room|None|Yoga_Wellness,Heritage_Kit|Monthly_Box,Evening|Weekend_Only,4,Friends,Occasionally,60min,Standalone_Studio,700_1200,1028,0,First_Free,3,4,Instagram,Mall_Walk,Unlikely,5,Not_Interested,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
AURA_1254,18_24,Male,Bengaluru,Tier1,Business_Owner,50k_1L,75000,Bilingual,3400,1_2,Rarely,,Dining_Out|Gaming|Movies_OTT|Music,Mention_After,Complete_Beginner,Want_To_Be,Unsure,Ambivert,Both,Keep_Private,No_Time,Stress_Relief,Digital_Art|Indian_Classical,Cooking_Class|Gaming_Zone|None|Yoga_Wellness,Fluid_Kit|Monthly_Box|Session_Kit,Afternoon,3,Family_Kids,Occasionally,30min,Office_Campus,700_1200,924,2250,First_Free,4,3,Google_Search,Cafe_Chill,Occasionally,4,Maybe,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
AURA_1255,35_44,Male,Jaipur,Tier2,Salaried_NonIT,1L_2L,150000,English,9100,1_2,Once_month,YouTube,Dining_Out|Gaming|Movies_OTT|Travel,Fully_Independent,Curious_Beginner,Somewhat_Creative,Fixed,Ambivert,Both,Close_Circle,No_Time,Stress_Relief,Resin|Watercolour,Gaming_Zone|None|VR_Experience|Yoga_Wellness,App_Sub|Monthly_Box|Session_Kit,Evening|Weekend_Only,3,Family_Kids,Occasionally,15min,Airport_Hotel,700_1200,1152,2000,First_Free,3,3,Instagram,Cafe_Chill,Weekly,5,Interested,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
AURA_1256,25_34,Male,Hyderabad,Tier1,Salaried_NonIT,50k_1L,75000,Hindi,3100,1_2,Rarely,YouTube,Fitness|Movies_OTT|Music|Socialising|Travel,Fully_Independent,Curious_Beginner,Somewhat_Creative,Growth,Extrovert,Both,Close_Circle,No_Guidance,Content_Creation,Calligraphy|Mandala,Gaming_Zone|Pottery_Studio,Heritage_Kit|Mandala_Kit,Flexible|Morning|Weekend_Only,3,Partner,Occasionally,30min,Standalone_Studio,200_400,386,1000,Group_Discount,4,3,Instagram,Home_OTT,Once_month,6,Interested,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
AURA_1257,18_24,Female,Bengaluru,Tier1,Student,Below_25k,15000,Kannada,800,1_2,Occasionally,Instagram|Reels_Shorts|YouTube,Movies_OTT|Music,Fully_Independent,Advanced,Somewhat_Creative,Growth,Ambivert,Both,Close_Circle,No_Barrier,Pure_Curiosity,Calligraphy|Fluid_Pour|Mandala|Sketching,Art_Workshop|Escape_Room,Fluid_Kit|Mandala_Kit|Monthly_Box|Session_Kit,Afternoon|Weekend_Only,4,Family_Kids,Occasionally,30min,College_Campus,400_700,731,250,First_Free,4,3,,Gaming,2_3_month,7,Interested,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
AURA_1258,25_34,Male,Hyderabad,Tier1,Student,Below_25k,15000,Telugu,700,0,Rarely,Reels_Shorts,,Fully_Independent,Complete_Beginner,Not_Creative,Unsure,Ambivert,Both,Probably_Post,Too_Expensive,Professional_Growth,Acrylic|Fluid_Pour|Indian_Classical|Pottery|Watercolour,Music_Dance|Yoga_Wellness,Mandala_Kit|Session_Kit,Flexible,4,Partner,Occasionally,30min,Office_Campus,200_400,315,500,Bundle_Pack,5,4,Corporate_HR,Mall_Walk,Unlikely,3,Not_Interested,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
AURA_1259,18_24,Male,Delhi_NCR,Tier1,Salaried_IT,Above_2L,300000,Bilingual,28800,1_2,Once_month,Instagram|YouTube,Gaming|Movies_OTT|Socialising|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Unsure,Extrovert,Both,Definitely_Post,Social_Anxiety,Skill_Building,Indian_Classical|Watercolour,Cooking_Class|Yoga_Wellness,Fluid_Kit|Session_Kit,Evening|Flexible|Weekend_Only,4,Partner,Frequently,Walking_5min,Office_Campus,Above_1200,1757,0,No_Discount,2,5,Mall_Display,Home_OTT,Once_month,8,Interested,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
AURA_1260,25_34,Female,Jaipur,Tier2,Salaried_NonIT,25k_50k,37500,Hindi,5200,1_2,Occasionally,LinkedIn|Pinterest|Reels_Shorts,Mall_Shopping|Reading|Socialising,Fully_Independent,Curious_Beginner,Am_Creative,Growth,Ambivert,Both,Probably_Post,Too_Expensive,Social_Fun,Acrylic|Fluid_Pour|Indian_Classical|Mandala|Sketching,Art_Workshop|Escape_Room|VR_Experience,Fluid_Kit|Heritage_Kit|Resin_Kit,Evening|Morning|Weekend_Only,3,Family_Kids,Frequently,,College_Campus,400_700,296,1250,First_Free,4,4,Instagram,Cafe_Chill,Occasionally,7,Interested,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
AURA_1261,18_24,Male,Mumbai,Tier1,Student,25k_50k,37500,Hindi,1300,3_5,Once_month,Instagram,Mall_Shopping|Movies_OTT,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Both,Keep_Private,Too_Expensive,Social_Fun,Acrylic|Fluid_Pour|Indian_Classical|Pottery|Watercolour,Gaming_Zone|None,App_Sub|Mandala_Kit|Sketchbook,Afternoon|Flexible|Weekend_Only,4,Friends,Occasionally,30min,Cafe_CoWork,200_400,470,2250,Festival_Offer,3,4,Word_of_Mouth,Cafe_Chill,Occasionally,7,Interested,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
AURA_1262,35_44,Male,Ahmedabad,Tier1,Salaried_IT,1L_2L,150000,English,4200,3_5,Once_month,None|YouTube,Fitness|Gaming|Movies_OTT|Travel,Fully_Independent,Curious_Beginner,Not_Creative,Unsure,Ambivert,Both,Close_Circle,No_Guidance,Social_Fun,Acrylic|Fluid_Pour|Indian_Classical,Art_Workshop|Escape_Room|Gaming_Zone|Yoga_Wellness,Heritage_Kit|Mandala_Kit|Sketchbook,Morning,2,Friends,Frequently,60min,Standalone_Studio,400_700,614,5500,Bundle_Pack,3,5,Instagram,Multiplex,Occasionally,4,Maybe,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
AURA_1263,18_24,Male,Hyderabad,Tier1,Salaried_IT,1L_2L,150000,English,8200,0,Rarely,YouTube,Dining_Out|Fitness|Mall_Shopping|Reading|Socialising,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Fixed,Introvert,Instant,Definitely_Post,No_Time,,Watercolour,Art_Workshop|None|Yoga_Wellness,App_Sub|Mandala_Kit|Monthly_Box|Session_Kit|Sketchbook,Evening,4,Friends,Frequently,60min,Office_Campus,400_700,764,6750,First_Free,2,4,Instagram,Multiplex,2_3_month,6,Interested,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1
AURA_1264,25_34,Male,Bengaluru,Tier1,Student,25k_50k,37500,English,1200,6_plus,Weekly,Instagram|Pinterest,Art_Craft|Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Fully_Independent,Casual_Hobbyist,Not_Creative,Unsure,Extrovert,Both,Close_Circle,Not_Interested,Pure_Curiosity,Indian_Classical|Mandala|Sketching|Watercolour,Art_Workshop|Yoga_Wellness,App_Sub|Fluid_Kit|Mandala_Kit,Morning|Weekend_Only,3,Depends,,60min,Cafe_CoWork,200_400,319,1250,Group_Discount,4,4,Instagram,Home_OTT,Occasionally,3,Not_Interested,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
AURA_1265,Under_18,Female,Other_T3,Tier3,Student,25k_50k,37500,Telugu,2300,6_plus,2_3_month,,Dining_Out|Mall_Shopping|Movies_OTT,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Instant,Close_Circle,No_Time,Stress_Relief,Fluid_Pour|Pottery,Cooking_Class|Gaming_Zone|Music_Dance|Yoga_Wellness,Monthly_Box|Resin_Kit|Session_Kit|Sketchbook|Watercolour_Set,Afternoon|Flexible|Lunch,3,Family_Kids,Occasionally,Walking_5min,Mall,400_700,816,0,First_Free,3,5,Instagram,Multiplex,Occasionally,5,Maybe,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
AURA_1266,18_24,Male,Hyderabad,Tier1,Student,Below_25k,15000,Hindi,1200,0,Occasionally,Instagram|LinkedIn|Pinterest,Art_Craft|Fitness|Gaming|Movies_OTT|Socialising,Mention_After,Advanced,Am_Creative,Growth,Extrovert,Instant,Probably_Post,No_Barrier,Professional_Growth,Calligraphy|Indian_Classical|Mandala|Sketching|Watercolour,Cooking_Class|Music_Dance|VR_Experience,App_Sub|Fluid_Kit|Watercolour_Set,Afternoon|Evening|Flexible,4,Friends,Rarely,30min,Office_Campus,Below_200,435,500,First_Free,5,4,WhatsApp,Home_OTT,2_3_month,9,Interested,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
AURA_1267,25_34,Male,Mumbai,Tier1,Salaried_IT,50k_1L,75000,English,8200,3_5,2_3_month,,Dining_Out|Gaming|Music|Socialising,Peer_Influenced,Curious_Beginner,Somewhat_Creative,Fixed,Ambivert,Delayed,Probably_Post,No_Guidance,Stress_Relief,Acrylic|Fluid_Pour|Resin,Cooking_Class|Gaming_Zone,App_Sub|Mandala_Kit|Watercolour_Set,Weekend_Only,4,Friends,Occasionally,No_Limit,Office_Campus,200_400,511,0,Group_Discount,3,4,Instagram,Gaming,Occasionally,7,Interested,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
AURA_1268,25_34,Female,Delhi_NCR,Tier1,Salaried_IT,50k_1L,75000,Hindi,4900,3_5,2_3_month,Instagram|YouTube,Dining_Out|Fitness|Reading|Socialising,Consult_Partner,Regular_Hobbyist,Am_Creative,Growth,Extrovert,Instant,Probably_Post,No_Barrier,,Watercolour,Music_Dance|None|VR_Experience|Yoga_Wellness,Fluid_Kit|Monthly_Box,Lunch,4,Friends,Frequently,No_Limit,,400_700,704,1250,First_Free,4,4,,Cafe_Chill,2_3_month,9,Interested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
AURA_1269,25_34,Female,Jaipur,Tier2,Salaried_NonIT,25k_50k,37500,Bilingual,2100,1_2,2_3_month,Pinterest,Dining_Out|Gaming|Mall_Shopping|Movies_OTT|Travel,Mention_After,Complete_Beginner,Not_Creative,Unsure,Ambivert,Delayed,Keep_Private,Not_Interested,Skill_Building,Digital_Art|Pottery,Art_Workshop|Yoga_Wellness,Fluid_Kit|Resin_Kit|Session_Kit,Evening|Lunch|Weekend_Only,3,Family_Kids,Occasionally,60min,Mall,200_400,291,750,Festival_Offer,4,4,Word_of_Mouth,Mall_Walk,Unlikely,4,Not_Interested,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
AURA_1270,18_24,Female,Mumbai,Tier1,Student,Below_25k,15000,Hindi,400,0,Occasionally,Instagram|LinkedIn,Dining_Out|Mall_Shopping|Movies_OTT|Travel,Mention_After,Complete_Beginner,Want_To_Be,Unsure,Introvert,Both,Probably_Post,No_Time,Professional_Growth,Acrylic|Indian_Classical|Resin|Watercolour,Art_Workshop|Gaming_Zone|Music_Dance|VR_Experience,Session_Kit,Flexible|Lunch|Weekend_Only,4,Family_Kids,Never,No_Limit,College_Campus,Below_200,370,0,Bundle_Pack,5,4,Instagram,Mall_Walk,Weekly,7,Interested,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
AURA_1271,35_44,Male,Mumbai,Tier1,Salaried_NonIT,25k_50k,37500,Marathi,2300,1_2,Once_month,LinkedIn|YouTube,Gaming|Reading,Fully_Independent,Curious_Beginner,Want_To_Be,Growth,Introvert,Instant,Close_Circle,No_Time,Stress_Relief,Sketching,Art_Workshop|Yoga_Wellness,Fluid_Kit,Afternoon|Lunch,3,Solo,Occasionally,15min,Standalone_Studio,200_400,399,0,Monthly_Pass,3,3,Mall_Display,Cafe_Chill,Once_month,7,Interested,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AURA_1272,45_54,Male,Bengaluru,Tier1,Other,50k_1L,75000,Kannada,4600,1_2,2_3_month,,Mall_Shopping|Movies_OTT|Socialising,Peer_Influenced,Casual_Hobbyist,Somewhat_Creative,Growth,Introvert,Both,Close_Circle,Social_Anxiety,Skill_Building,Resin,Gaming_Zone|Music_Dance|None|Pottery_Studio,Fluid_Kit|Sketchbook,Morning,2,Friends,Occasionally,Walking_5min,Cafe_CoWork,Below_200,144,2000,Bundle_Pack,3,3,WhatsApp,Multiplex,2_3_month,8,Interested,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
AURA_1273,35_44,Female,Mumbai,Tier1,Business_Owner,Above_2L,300000,English,23200,3_5,Occasionally,Instagram|None|YouTube,Music|Socialising,Consult_Partner,Casual_Hobbyist,Not_Creative,Fixed,Extrovert,Both,Probably_Post,Not_Interested,,Digital_Art|Fluid_Pour|Indian_Classical|Mandala|Watercolour,Escape_Room|Gaming_Zone|VR_Experience,Fluid_Kit|Gift_Bundle|Mandala_Kit|Resin_Kit,Afternoon|Weekend_Only,2,Partner,Frequently,No_Limit,Cafe_CoWork,Above_1200,1689,4500,First_Free,1,3,WhatsApp,Cafe_Chill,Once_month,3,Not_Interested,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
AURA_1274,Under_18,Male,Kolkata,Tier1,Student,Below_25k,15000,Bengali,700,1_2,Occasionally,None|YouTube,Art_Craft|Dining_Out,Consult_Partner,Complete_Beginner,Want_To_Be,Growth,Introvert,Both,Keep_Private,Too_Expensive,Pure_Curiosity,Indian_Classical|Sketching,VR_Experience|Yoga_Wellness,Fluid_Kit|Heritage_Kit|Resin_Kit,Afternoon|Flexible,3,Friends,Never,Walking_5min,College_Campus,700_1200,916,0,No_Discount,4,5,Word_of_Mouth,Cafe_Chill,2_3_month,8,Interested,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
AURA_1275,25_34,Female,Delhi_NCR,Tier1,Salaried_NonIT,1L_2L,150000,Hindi,7600,3_5,Once_month,Instagram|Pinterest|YouTube,Dining_Out|Mall_Shopping|Movies_OTT|Music,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Instant,Definitely_Post,No_Time,Stress_Relief,Fluid_Pour|Indian_Classical|Mandala|Sketching|Watercolour,None,Mandala_Kit|Resin_Kit|Session_Kit,Afternoon|Evening|Weekend_Only,5,Solo,Frequently,60min,Airport_Hotel,700_1200,1229,2000,Bundle_Pack,3,4,Corporate_HR,Mall_Walk,Occasionally,7,Interested,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
AURA_1276,18_24,Female,Mumbai,Tier1,Self_Employed,50k_1L,75000,Hindi,2500,3_5,2_3_month,YouTube,Art_Craft|Mall_Shopping|Music,Fully_Independent,Complete_Beginner,Somewhat_Creative,Fixed,Ambivert,Both,Probably_Post,No_Guidance,Stress_Relief,Digital_Art|Sketching,Art_Workshop|Gaming_Zone|None,Session_Kit,Evening|Flexible,4,Family_Kids,Never,60min,Airport_Hotel,400_700,693,2250,Festival_Offer,2,4,Instagram,Gaming,Occasionally,5,Interested,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
AURA_1277,18_24,Female,Bengaluru,Tier1,Student,Below_25k,15000,Kannada,400,0,Occasionally,,Fitness|Mall_Shopping|Travel,Fully_Independent,Advanced,Am_Creative,Growth,Extrovert,Instant,Probably_Post,Social_Anxiety,Social_Fun,Pottery,Art_Workshop,Gift_Bundle|Session_Kit,Afternoon|Weekend_Only,5,Friends,Occasionally,30min,Airport_Hotel,400_700,821,500,First_Free,5,4,Word_of_Mouth,Cafe_Chill,2_3_month,8,Interested,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
AURA_1278,55_plus,Male,Mumbai,Tier1,Salaried_NonIT,50k_1L,75000,English,2900,3_5,Once_month,Instagram|None|YouTube,Art_Craft|Fitness|Movies_OTT|Music|Travel,Peer_Influenced,Curious_Beginner,Not_Creative,Unsure,Extrovert,Delayed,Probably_Post,Not_Interested,Social_Fun,Mandala|Resin,Cooking_Class|Gaming_Zone|Music_Dance,Sketchbook,Evening,2,Colleagues,Never,60min,Office_Campus,Below_200,200,0,Monthly_Pass,3,2,Instagram,Home_OTT,Once_Try,2,Not_Interested,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
AURA_1279,18_24,Male,Kochi,Tier2,Salaried_NonIT,Below_25k,15000,Kannada,500,0,Rarely,LinkedIn|Reels_Shorts,Art_Craft|Fitness|Movies_OTT|Music,Fully_Independent,Curious_Beginner,Somewhat_Creative,Growth,Ambivert,Delayed,Close_Circle,No_Guidance,Content_Creation,Acrylic|Fluid_Pour|Mandala|Sketching,Art_Workshop|Music_Dance|None|VR_Experience,App_Sub|Fluid_Kit|Heritage_Kit|Mandala_Kit|Watercolour_Set,Evening,4,Depends,Rarely,60min,Office_Campus,Below_200,105,0,Monthly_Pass,5,4,Word_of_Mouth,Mall_Walk,Occasionally,6,Interested,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
AURA_1280,25_34,Female,Delhi_NCR,Tier1,Salaried_NonIT,25k_50k,37500,English,2600,3_5,Once_month,Instagram|Pinterest|YouTube,Dining_Out|Reading|Socialising,Mention_After,Curious_Beginner,Somewhat_Creative,Growth,Introvert,Both,Definitely_Post,No_Time,Stress_Relief,Digital_Art|Mandala,Escape_Room|Pottery_Studio|Yoga_Wellness,Fluid_Kit,Flexible|Morning,4,Colleagues,Rarely,15min,Office_Campus,400_700,654,2000,Group_Discount,3,4,Word_of_Mouth,Cafe_Chill,Once_month,7,Interested,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
AURA_1281,25_34,Male,Other_T3,Tier3,Salaried_NonIT,50k_1L,75000,Hindi,3700,3_5,Once_month,Instagram|Pinterest|Reels_Shorts,Art_Craft|Dining_Out|Movies_OTT|Music|Socialising,Fully_Independent,Advanced,Am_Creative,Growth,Ambivert,Both,Probably_Post,No_Barrier,Skill_Building,Acrylic|Calligraphy|Fluid_Pour|Indian_Classical|Watercolour,VR_Experience,App_Sub|Fluid_Kit|Heritage_Kit|Monthly_Box|Watercolour_Set,Evening|Lunch,3,Solo,Occasionally,60min,Cafe_CoWork,700_1200,1366,1750,Bundle_Pack,3,4,WhatsApp,Mall_Walk,2_3_month,8,Interested,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
AURA_1282,35_44,Male,Hyderabad,Tier1,Salaried_IT,Above_2L,300000,Telugu,14500,6_plus,Occasionally,Instagram|LinkedIn|YouTube,Dining_Out|Gaming|Mall_Shopping|Socialising,Consult_Partner,Curious_Beginner,Want_To_Be,Fixed,Ambivert,Both,Keep_Private,No_Guidance,Stress_Relief,Indian_Classical|Pottery|Resin,Escape_Room|Gaming_Zone|Music_Dance|None,App_Sub|Mandala_Kit|Session_Kit|Sketchbook|Watercolour_Set,Evening|Flexible,2,Partner,Rarely,30min,Office_Campus,Above_1200,1680,,Bundle_Pack,2,4,Google_Search,Home_OTT,Once_Try,9,Interested,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
