respondent_id,age_group,gender,city,city_tier,occupation,income_bracket,income_numeric_approx,preferred_language,monthly_leisure_spend,subscription_count,online_exp_purchase_freq,social_platforms,weekend_activities,decision_autonomy,art_experience_level,creative_self_identity,creativity_mindset,social_orientation,reward_preference,social_sharing_propensity,participation_barrier,creative_motivation,art_forms_interest,experiences_tried,product_interest,preferred_visit_time,instagram_influence_score,companion_type,gifting_frequency,travel_tolerance,preferred_pod_location,session_wtp,session_wtp_numeric,monthly_art_spend,discount_preference,price_sensitivity_score,tech_comfort_score,acquisition_source,competitive_substitute,visit_frequency_intent,recommend_likelihood,aura_interest_label,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_1227,25_34,Male,Hyderabad,Tier1,Creative_Pro,50k_1L,75000,English,3600,1_2,Once_month,Pinterest|Reels_Shorts|YouTube,Gaming|Mall_Shopping|Movies_OTT|Music,Mention_After,Advanced,Am_Creative,Growth,Ambivert,Delayed,Definitely_Post,No_Barrier,Content_Creation,Acrylic|Digital_Art|Indian_Classical|Sketching|Watercolour,Art_Workshop|Cooking_Class|Music_Dance,Heritage_Kit|Session_Kit|Sketchbook,Lunch,4,Solo,Never,60min,Office_Campus,400_700,806,3250,Festival_Offer,3,5,Mall_Display,Mall_Walk,Weekly,7,Interested,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,Moderate,Quality_Time,Yes_Somewhat,349_499,424,799_1199,999,Offer_Driven,Meditative,20_min,5,8,Pod_Aesthetics,Probably,Price must be under 500 for me to try it first,Definitely,Subscribe_Immediately
AURA_1228,18_24,Male,Lucknow,Tier2,Student,50k_1L,75000,Bilingual,6200,1_2,2_3_month,Instagram,Movies_OTT|Socialising|Travel,Mention_After,Complete_Beginner,Want_To_Be,Unsure,Extrovert,Instant,Definitely_Post,Social_Anxiety,,Acrylic|Indian_Classical|Watercolour,Gaming_Zone,Heritage_Kit|Session_Kit|Watercolour_Set,Afternoon,4,Depends,Occasionally,60min,College_Campus,400_700,699,5000,Monthly_Pass,3,4,Word_of_Mouth,Gaming,Occasionally,7,Interested,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Moderate,Status_Signal,Yes_Strongly,199_349,274,,199,Offer_Driven,Guided_Freestyle,45_min,3,8,Supply_Quality,Probably,The AI coaching should feel like a real teacher,Maybe,Try_Free_Trial
AURA_1229,55_plus,Male,Bengaluru,Tier1,Other,25k_50k,37500,Kannada,1600,0,Occasionally,Instagram|None|YouTube,Art_Craft|Dining_Out|Gaming|Mall_Shopping|Travel,Fully_Independent,Curious_Beginner,Somewhat_Creative,Fixed,Extrovert,Both,Definitely_Post,No_Guidance,Pure_Curiosity,Indian_Classical|Sketching,Cooking_Class|Escape_Room|Pottery_Studio,Resin_Kit,Lunch,2,Solo,Occasionally,30min,Standalone_Studio,400_700,548,750,First_Free,4,2,Word_of_Mouth,Mall_Walk,Occasionally,5,Interested,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,60_min,3,8,Pod_Aesthetics,Probably,"I want to learn Madhubani properly, not just doodle",Maybe,Try_Free_Trial
AURA_1231,45_54,Male,Chennai,Tier1,Salaried_IT,1L_2L,150000,English,8400,6_plus,Weekly,LinkedIn|None|Pinterest,Art_Craft|Fitness|Socialising,Mention_After,Casual_Hobbyist,Want_To_Be,Growth,Extrovert,Delayed,Definitely_Post,Too_Expensive,Professional_Growth,Calligraphy|Mandala|Pottery|Resin|Watercolour,Yoga_Wellness,Mandala_Kit,Afternoon|Lunch|Weekend_Only,2,Family_Kids,Occasionally,30min,,700_1200,1246,0,Bundle_Pack,2,4,Google_Search,Multiplex,2_3_month,6,Interested,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Not_Motivated,Social_Content,Neutral,349_499,424,299_499,399,Offer_Driven,Meditative,90_min,3,8,Supply_Quality,,The AI coaching should feel like a real teacher,Definitely,Pay_Per_Session
AURA_1232,18_24,Female,Delhi_NCR,Tier1,Student,Below_25k,15000,,1200,1_2,Rarely,Instagram|Reels_Shorts|YouTube,Dining_Out|Fitness|Movies_OTT|Travel,Fully_Independent,Curious_Beginner,Want_To_Be,Growth,Extrovert,Delayed,Close_Circle,No_Guidance,,Acrylic|Indian_Classical|Mandala,Cooking_Class|Escape_Room|Pottery_Studio,App_Sub|Mandala_Kit|Sketchbook,Evening|Flexible,3,Solo,Frequently,Walking_5min,Mall,400_700,617,0,Group_Discount,5,4,Word_of_Mouth,Another_Workshop,Once_month,6,Interested,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Not_Motivated,Wellness,No,99_199,149,299_499,399,Offer_Driven,Guided_Freestyle,45_min,5,8,Indian_Art_Content,,Price must be under 500 for me to try it first,Probably,Not_Interested_Sub
AURA_1233,18_24,Male,Pune,Tier1,Student,Above_2L,300000,Marathi,9600,6_plus,Rarely,Instagram|Reels_Shorts|YouTube,Dining_Out|Fitness|Movies_OTT|Reading|Travel,Consult_Partner,Casual_Hobbyist,Am_Creative,Growth,Introvert,Instant,Probably_Post,No_Barrier,Stress_Relief,Mandala|Resin|Sketching,Cooking_Class|Escape_Room|Gaming_Zone|Pottery_Studio,Heritage_Kit|Mandala_Kit|Monthly_Box|Session_Kit|Watercolour_Set,Flexible,4,Friends,Occasionally,15min,Cafe_CoWork,700_1200,1036,6000,Group_Discount,2,4,Corporate_HR,Cafe_Chill,Occasionally,7,Interested,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,Moderate,Social_Content,Yes_Strongly,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,90_min,5,7,Pod_Aesthetics,Probably,Integration with Instagram for direct sharing would be amazing,Probably,Subscribe_Immediately
AURA_1235,25_34,Male,Hyderabad,Tier1,Salaried_IT,1L_2L,150000,Telugu,4700,6_plus,Once_month,Instagram|YouTube,Art_Craft|Gaming,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Both,Definitely_Post,No_Barrier,Stress_Relief,Mandala|Sketching|Watercolour,None|Pottery_Studio,Mandala_Kit,Afternoon|Weekend_Only,4,Solo,Never,60min,Office_Campus,400_700,698,0,No_Discount,1,5,Corporate_HR,Home_OTT,Once_month,6,Interested,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Not_Motivated,Social_Content,Neutral,99_199,149,499_799,649,Social_Proof,Meditative,60_min,4,10,Indian_Art_Content,No,Clean and hygienic environment is non-negotiable,Maybe,Try_Free_Trial
AURA_1236,25_34,Male,Bengaluru,Tier1,Salaried_NonIT,50k_1L,75000,English,4100,1_2,Rarely,Instagram|Pinterest|Reels_Shorts,,Fully_Independent,Curious_Beginner,Am_Creative,Growth,Ambivert,Delayed,Definitely_Post,No_Time,Stress_Relief,Fluid_Pour|Mandala|Watercolour,Escape_Room|VR_Experience|Yoga_Wellness,Monthly_Box|Resin_Kit|Sketchbook|Watercolour_Set,Flexible|Morning|Weekend_Only,4,Friends,Rarely,60min,Mall,400_700,678,3000,Festival_Offer,3,3,,Cafe_Chill,Once_Try,8,Interested,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,Moderate,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Planned,Guided_Stepwise,45_min,4,7,Supply_Quality,,"I want to learn Madhubani properly, not just doodle",Definitely,Try_Free_Trial
AURA_1238,25_34,Female,Chennai,Tier1,Creative_Pro,Below_25k,15000,Hindi,700,0,2_3_month,Instagram|YouTube,Art_Craft|Mall_Shopping|Movies_OTT|Reading,Fully_Independent,Advanced,Am_Creative,Growth,Ambivert,Both,Keep_Private,No_Guidance,Stress_Relief,Calligraphy|Digital_Art|Indian_Classical|Sketching,Art_Workshop|Escape_Room|Pottery_Studio,App_Sub|Fluid_Kit|Resin_Kit|Session_Kit|Watercolour_Set,Weekend_Only,2,Family_Kids,Never,,College_Campus,Below_200,477,0,Group_Discount,5,4,Instagram,Home_OTT,Weekly,10,Interested,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,Strong_Yes,Social_Content,,199_349,274,799_1199,999,Planned,Guided_Stepwise,60_min,5,7,Indian_Art_Content,Maybe,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_1239,55_plus,Female,Bengaluru,Tier1,Homemaker,25k_50k,37500,English,1800,1_2,2_3_month,Instagram|Pinterest|YouTube,Dining_Out|Gaming|Socialising|Travel,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Unsure,Introvert,Both,Definitely_Post,Too_Expensive,Professional_Growth,Indian_Classical|Sketching,Escape_Room|None|Yoga_Wellness,App_Sub|Mandala_Kit|Resin_Kit|Watercolour_Set,Flexible|Lunch|Morning,3,Family_Kids,Frequently,15min,Airport_Hotel,Above_1200,1663,0,First_Free,5,2,Mall_Display,Home_OTT,Occasionally,5,Interested,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,Not_Motivated,Quality_Time,Neutral,Below_99,60,,649,Social_Proof,Guided_Stepwise,90_min,2,9,Supply_Quality,Maybe,I'd love a date night version with my partner,Maybe,Not_Interested_Sub
AURA_1240,18_24,Female,Delhi_NCR,Tier1,Student,25k_50k,37500,Hindi,3200,1_2,2_3_month,Instagram|LinkedIn,Fitness|Mall_Shopping|Movies_OTT,Fully_Independent,Curious_Beginner,Somewhat_Creative,Growth,Ambivert,Delayed,Definitely_Post,Too_Expensive,,Acrylic|Digital_Art|Fluid_Pour|Mandala|Resin,Cooking_Class|Gaming_Zone|Music_Dance|None,Resin_Kit|Sketchbook,Evening|Flexible,4,Friends,Occasionally,60min,Mall,200_400,209,1000,First_Free,3,4,Instagram,Gaming,Once_Try,8,Interested,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Moderate,Social_Content,Neutral,199_349,274,799_1199,999,Social_Proof,Guided_Stepwise,20_min,5,9,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_1242,35_44,Male,Delhi_NCR,Tier1,Homemaker,50k_1L,75000,English,4300,3_5,2_3_month,Instagram|Reels_Shorts|YouTube,Art_Craft|Dining_Out|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Fixed,Extrovert,Both,Close_Circle,No_Time,Social_Fun,Pottery|Resin,Cooking_Class|Escape_Room|Gaming_Zone|Yoga_Wellness,Fluid_Kit|Gift_Bundle,Flexible|Lunch|Morning,2,Partner,Never,30min,Mall,400_700,448,,Group_Discount,3,2,WhatsApp,Cafe_Chill,Once_Try,6,Maybe,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Moderate,Quality_Time,Yes_Strongly,199_349,274,499_799,649,Impulse,Guided_Stepwise,60_min,1,7,Supply_Quality,Probably,Kids mode is a must for my family visits,Maybe,Subscribe_Immediately
AURA_1243,35_44,Female,Hyderabad,Tier1,Salaried_IT,1L_2L,150000,Telugu,11800,6_plus,2_3_month,None,Gaming|Mall_Shopping|Movies_OTT,Fully_Independent,Casual_Hobbyist,Am_Creative,Growth,Extrovert,Delayed,Definitely_Post,No_Guidance,Content_Creation,Indian_Classical,Gaming_Zone|Music_Dance|None|Yoga_Wellness,App_Sub|Gift_Bundle|Mandala_Kit|Monthly_Box,Afternoon|Flexible|Weekend_Only,3,Solo,Frequently,60min,Cafe_CoWork,200_400,2490,2000,Group_Discount,2,5,Instagram,Cafe_Chill,Occasionally,7,Interested,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,Moderate,Quality_Time,,199_349,274,299_499,399,Social_Proof,Guided_Stepwise,60_min,5,7,AI_Coaching,Maybe,I want to see my progress visually tracked over time,Definitely,Try_Free_Trial
AURA_1245,35_44,Female,Pune,Tier1,Salaried_NonIT,50k_1L,75000,Marathi,7800,3_5,Weekly,LinkedIn|Pinterest|YouTube,Dining_Out|Mall_Shopping|Movies_OTT|Socialising|Travel,Consult_Partner,Complete_Beginner,Am_Creative,Growth,Extrovert,Instant,Close_Circle,No_Barrier,Pure_Curiosity,Digital_Art|Mandala|Watercolour,Art_Workshop,Fluid_Kit|Heritage_Kit,Afternoon|Evening|Weekend_Only,3,Family_Kids,,60min,Office_Campus,400_700,560,0,First_Free,4,3,Word_of_Mouth,Mall_Walk,Occasionally,7,Interested,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,Strong_Yes,Status_Signal,Yes_Somewhat,349_499,424,299_499,399,Planned,Guided_Stepwise,60_min,4,9,AI_Coaching,Definitely,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_1246,25_34,Male,Hyderabad,Tier1,Student,Above_2L,300000,English,30000,3_5,Once_month,Instagram|Pinterest|YouTube,Art_Craft|Movies_OTT|Reading|Socialising,Peer_Influenced,Curious_Beginner,Want_To_Be,Fixed,Introvert,Delayed,Probably_Post,No_Time,Stress_Relief,Acrylic|Fluid_Pour|Indian_Classical|Sketching|Watercolour,Cooking_Class|VR_Experience,Mandala_Kit,Evening,4,Solo,Occasionally,15min,College_Campus,700_1200,1234,15000,Monthly_Pass,3,4,Google_Search,,Once_month,6,Interested,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,499_799,649,Offer_Driven,Guided_Freestyle,45_min,5,9,Community_Gallery,No,I'd love a date night version with my partner,Definitely,Subscribe_Immediately
AURA_1247,18_24,Male,Kolkata,Tier1,Salaried_IT,1L_2L,150000,Hindi,11100,1_2,Once_month,YouTube,Dining_Out|Fitness|Gaming|Mall_Shopping|Travel,Mention_After,Complete_Beginner,Want_To_Be,Growth,Ambivert,Both,Definitely_Post,No_Guidance,Content_Creation,Acrylic,Art_Workshop|Escape_Room|Music_Dance|None,Monthly_Box|Resin_Kit|Session_Kit,Evening|Weekend_Only,5,Partner,Rarely,30min,Standalone_Studio,700_1200,1107,0,No_Discount,3,5,Google_Search,Gaming,Occasionally,7,Interested,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,Strong_Yes,Intrinsic_Skill,Yes_Strongly,349_499,424,499_799,649,Planned,Guided_Freestyle,45_min,5,8,Skill_Progress,Probably,Location in Phoenix Mall Wakad would be perfect,Maybe,Try_Free_Trial
AURA_1249,45_54,Female,Delhi_NCR,Tier1,Salaried_NonIT,25k_50k,37500,Hindi,1800,3_5,Weekly,Instagram|None,Art_Craft|Dining_Out|Movies_OTT|Music,Fully_Independent,Curious_Beginner,Want_To_Be,Fixed,Introvert,Delayed,Definitely_Post,No_Time,Skill_Building,Acrylic|Indian_Classical|Mandala|Sketching,Art_Workshop|Escape_Room,Heritage_Kit|Mandala_Kit|Resin_Kit|Sketchbook|Watercolour_Set,Morning|Weekend_Only,3,Depends,Rarely,60min,Cafe_CoWork,200_400,406,1500,Bundle_Pack,4,3,Word_of_Mouth,Home_OTT,Once_month,8,Interested,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,Not_Motivated,Quality_Time,Neutral,199_349,274,499_799,649,Impulse,Guided_Freestyle,60_min,4,9,Indian_Art_Content,Probably,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_1250,25_34,Female,Delhi_NCR,Tier1,Business_Owner,50k_1L,75000,English,5800,3_5,Occasionally,Instagram,Gaming|Mall_Shopping,Mention_After,Regular_Hobbyist,Am_Creative,Growth,Extrovert,Instant,Definitely_Post,No_Barrier,Skill_Building,Watercolour,Escape_Room|Music_Dance,Gift_Bundle|Mandala_Kit,Afternoon|Morning|Weekend_Only,5,Family_Kids,Occasionally,No_Limit,Mall,400_700,606,,First_Free,3,3,Corporate_HR,Cafe_Chill,2_3_month,7,Interested,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Not_Motivated,Status_Signal,Neutral,199_349,274,299_499,399,Planned,Guided_Stepwise,60_min,2,8,AI_Coaching,Definitely,Integration with Instagram for direct sharing would be amazing,Definitely,Subscribe_Immediately
AURA_1252,25_34,Male,Nagpur,Tier2,Creative_Pro,50k_1L,75000,Telugu,7500,3_5,Once_month,Instagram|LinkedIn|Reels_Shorts,Mall_Shopping|Socialising,Mention_After,Advanced,Want_To_Be,Unsure,Extrovert,Delayed,Close_Circle,No_Barrier,Skill_Building,Acrylic|Fluid_Pour|Resin,Cooking_Class|VR_Experience,Gift_Bundle|Heritage_Kit|Mandala_Kit|Monthly_Box|Sketchbook,Evening,3,Colleagues,Occasionally,No_Limit,Mall,400_700,557,1750,,3,4,,Home_OTT,Once_Try,8,Maybe,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,Moderate,Wellness,Neutral,99_199,149,Below_299,199,Impulse,Challenge_Mode,60_min,3,5,Supply_Quality,Maybe,Would love a monthly challenge or competition,Definitely,Pay_Per_Session
AURA_1255,35_44,Male,Jaipur,Tier2,Salaried_NonIT,1L_2L,150000,English,9100,1_2,Once_month,YouTube,Dining_Out|Gaming|Movies_OTT|Travel,Fully_Independent,Curious_Beginner,Somewhat_Creative,Fixed,Ambivert,Both,Close_Circle,No_Time,Stress_Relief,Resin|Watercolour,Gaming_Zone|None|VR_Experience|Yoga_Wellness,App_Sub|Monthly_Box|Session_Kit,Evening|Weekend_Only,3,Family_Kids,Occasionally,15min,Airport_Hotel,700_1200,1152,2000,First_Free,3,3,Instagram,Cafe_Chill,Weekly,5,Interested,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,Moderate,Social_Content,Yes_Somewhat,349_499,424,499_799,649,Offer_Driven,Guided_Freestyle,60_min,3,9,Indian_Art_Content,Probably,The artwork should be worth showing — printable quality,Definitely,Try_Free_Trial
AURA_1257,18_24,Female,Bengaluru,Tier1,Student,Below_25k,15000,Kannada,800,1_2,Occasionally,Instagram|Reels_Shorts|YouTube,Movies_OTT|Music,Fully_Independent,Advanced,Somewhat_Creative,Growth,Ambivert,Both,Close_Circle,No_Barrier,Pure_Curiosity,Calligraphy|Fluid_Pour|Mandala|Sketching,Art_Workshop|Escape_Room,Fluid_Kit|Mandala_Kit|Monthly_Box|Session_Kit,Afternoon|Weekend_Only,4,Family_Kids,Occasionally,30min,College_Campus,400_700,731,250,First_Free,4,3,,Gaming,2_3_month,7,Interested,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Not_Motivated,Intrinsic_Skill,Neutral,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,45_min,3,10,Community_Gallery,Probably,Price must be under 500 for me to try it first,Maybe,Try_Free_Trial
AURA_1259,18_24,Male,Delhi_NCR,Tier1,Salaried_IT,Above_2L,300000,Bilingual,28800,1_2,Once_month,Instagram|YouTube,Gaming|Movies_OTT|Socialising|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Unsure,Extrovert,Both,Definitely_Post,Social_Anxiety,Skill_Building,Indian_Classical|Watercolour,Cooking_Class|Yoga_Wellness,Fluid_Kit|Session_Kit,Evening|Flexible|Weekend_Only,4,Partner,Frequently,Walking_5min,Office_Campus,Above_1200,1757,0,No_Discount,2,5,Mall_Display,Home_OTT,Once_month,8,Interested,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Strong_Yes,Quality_Time,Neutral,99_199,149,799_1199,999,Social_Proof,Guided_Freestyle,45_min,5,10,Indian_Art_Content,Probably,"The pod should feel like a premium spa, not a DIY store",Maybe,Subscribe_Immediately
AURA_1260,25_34,Female,Jaipur,Tier2,Salaried_NonIT,25k_50k,37500,Hindi,5200,1_2,Occasionally,LinkedIn|Pinterest|Reels_Shorts,Mall_Shopping|Reading|Socialising,Fully_Independent,Curious_Beginner,Am_Creative,Growth,Ambivert,Both,Probably_Post,Too_Expensive,Social_Fun,Acrylic|Fluid_Pour|Indian_Classical|Mandala|Sketching,Art_Workshop|Escape_Room|VR_Experience,Fluid_Kit|Heritage_Kit|Resin_Kit,Evening|Morning|Weekend_Only,3,Family_Kids,Frequently,,College_Campus,400_700,296,1250,First_Free,4,4,Instagram,Cafe_Chill,Occasionally,7,Interested,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,Moderate,Intrinsic_Skill,Yes_Somewhat,Below_99,60,499_799,649,Planned,Guided_Stepwise,60_min,4,8,Supply_Quality,Definitely,Corporate team building package must have good group pricing,Definitely,Try_Free_Trial
AURA_1261,18_24,Male,Mumbai,Tier1,Student,25k_50k,37500,Hindi,1300,3_5,Once_month,Instagram,Mall_Shopping|Movies_OTT,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Both,Keep_Private,Too_Expensive,Social_Fun,Acrylic|Fluid_Pour|Indian_Classical|Pottery|Watercolour,Gaming_Zone|None,App_Sub|Mandala_Kit|Sketchbook,Afternoon|Flexible|Weekend_Only,4,Friends,Occasionally,30min,Cafe_CoWork,200_400,470,2250,Festival_Offer,3,4,Word_of_Mouth,Cafe_Chill,Occasionally,7,Interested,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,LinkedIn_Only,Intrinsic_Skill,No,199_349,274,499_799,649,Impulse,Meditative,90_min,5,8,Supply_Quality,Maybe,Price must be under 500 for me to try it first,Probably,Subscribe_Immediately
AURA_1263,18_24,Male,Hyderabad,Tier1,Salaried_IT,1L_2L,150000,English,8200,0,Rarely,YouTube,Dining_Out|Fitness|Mall_Shopping|Reading|Socialising,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Fixed,Introvert,Instant,Definitely_Post,No_Time,,Watercolour,Art_Workshop|None|Yoga_Wellness,App_Sub|Mandala_Kit|Monthly_Box|Session_Kit|Sketchbook,Evening,4,Friends,Frequently,60min,Office_Campus,400_700,764,6750,First_Free,2,4,Instagram,Multiplex,2_3_month,6,Interested,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,LinkedIn_Only,Quality_Time,No,349_499,424,No_Box,0,Impulse,Meditative,45_min,3,9,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_1265,Under_18,Female,Other_T3,Tier3,Student,25k_50k,37500,Telugu,2300,6_plus,2_3_month,,Dining_Out|Mall_Shopping|Movies_OTT,Mention_After,Curious_Beginner,Want_To_Be,Growth,Ambivert,Instant,Close_Circle,No_Time,Stress_Relief,Fluid_Pour|Pottery,Cooking_Class|Gaming_Zone|Music_Dance|Yoga_Wellness,Monthly_Box|Resin_Kit|Session_Kit|Sketchbook|Watercolour_Set,Afternoon|Flexible|Lunch,3,Family_Kids,Occasionally,Walking_5min,Mall,400_700,816,0,First_Free,3,5,Instagram,Multiplex,Occasionally,5,Maybe,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,Strong_Yes,Social_Content,Yes_Strongly,Below_99,60,Below_299,199,Social_Proof,Guided_Freestyle,45_min,5,6,,Probably,I'd love a date night version with my partner,Definitely,Try_Free_Trial
AURA_1266,18_24,Male,Hyderabad,Tier1,Student,Below_25k,15000,Hindi,1200,0,Occasionally,Instagram|LinkedIn|Pinterest,Art_Craft|Fitness|Gaming|Movies_OTT|Socialising,Mention_After,Advanced,Am_Creative,Growth,Extrovert,Instant,Probably_Post,No_Barrier,Professional_Growth,Calligraphy|Indian_Classical|Mandala|Sketching|Watercolour,Cooking_Class|Music_Dance|VR_Experience,App_Sub|Fluid_Kit|Watercolour_Set,Afternoon|Evening|Flexible,4,Friends,Rarely,30min,Office_Campus,Below_200,435,500,First_Free,5,4,WhatsApp,Home_OTT,2_3_month,9,Interested,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,Moderate,Wellness,Yes_Somewhat,99_199,149,499_799,649,Planned,Guided_Freestyle,60_min,5,10,Indian_Art_Content,Definitely,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_1267,25_34,Male,Mumbai,Tier1,Salaried_IT,50k_1L,75000,English,8200,3_5,2_3_month,,Dining_Out|Gaming|Music|Socialising,Peer_Influenced,Curious_Beginner,Somewhat_Creative,Fixed,Ambivert,Delayed,Probably_Post,No_Guidance,Stress_Relief,Acrylic|Fluid_Pour|Resin,Cooking_Class|Gaming_Zone,App_Sub|Mandala_Kit|Watercolour_Set,Weekend_Only,4,Friends,Occasionally,No_Limit,Office_Campus,200_400,511,0,Group_Discount,3,4,Instagram,Gaming,Occasionally,7,Interested,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,No_Box,0,Offer_Driven,Guided_Stepwise,45_min,5,8,Supply_Quality,Probably,"I want to learn Madhubani properly, not just doodle",Probably,Try_Free_Trial
